,Species,A6
3828,Lamproptera_meges_157393,1
3829,Meandrusa_sciron_763937,1
3830,Mimoides_lysithous_2049139,1
3831,Protesilaus_protesilaus_1896070,1
3832,Protographium_marcellus_2572214,1
3833,Teinopalpus_aureus_202796,6
3834,Teinopalpus_imperialis_157461,1
3835,Papilio_bianor_76199,4
3836,Papilio_dardanus_77259,7
3837,Papilio_demoleus_76202,1
3838,Papilio_dialis_351166,1
3839,Papilio_elwesi_534389,1
3840,Papilio_epycides_262653,1
3841,Papilio_helenus_76195,2
3842,Papilio_maackii_76201,1
3843,Papilio_machaon_76193,3
3844,Papilio_macilentus_76197,1
3845,Papilio_maraho_501396,1
3846,Papilio_memnon_76198,1
3847,Papilio_natewa_2812640,1
3848,Papilio_nephelus_262658,1
3849,Papilio_paris_262661,1
3850,Papilio_polytes_76194,3
3851,Papilio_protenor_76196,1
3852,Papilio_rex_262662,1
3853,Papilio_slateri_866285,1
3854,Papilio_syfanius_351161,1
3855,Papilio_xuthus_66420,1
3856,Papilio_thoas_262664,1
3857,Papilio_glaucus_45779,1
3858,Battus_belus_299009,1
3859,Cressida_cressida_95570,1
3860,Euryades_corethrus_95568,1
3861,Pharmacophagus_antenor_95577,1
3862,Losaria_neptunus_763936,1
3863,Pachliopta_aristolochiae_76257,2
3864,Pachliopta_kotzebuea_2066002,1
3865,Atrophaneura_alcinous_85299,2
3866,Atrophaneura_dixoni_2064825,1
3867,Parides_photinus_132705,1
3868,Ornithoptera_priamus_95593,1
3869,Ornithoptera_richmondia_2064775,1
3870,Trogonoptera_brookiana_129452,1
3871,Troides_aeacus_501369,1
3872,Archon_apollinus_213896,1
3873,Hypermnestra_helios_213898,1
3874,Parnassius_glacialis_76189,2
3875,Parnassius_imperator_213944,1
3876,Parnassius_apollo_110799,2
3877,Parnassius_apollonius_213916,1
3878,Parnassius_bremeri_213924,2
3879,Parnassius_epaphus_213934,1
3880,Parnassius_mercurius_372445,1
3881,Parnassius_nomion_213955,1
3882,Parnassius_smintheus_93715,1
3883,Parnassius_cephalus_213927,1
3884,Parnassius_choui_2004851,1
3885,Allancastria_cerisyi_132692,1
3886,Bhutanitis_mansfieldi_93376,1
3887,Luehdorfia_chinensis_81069,4
3888,Luehdorfia_japonica_76208,1
3889,Luehdorfia_taibai_367834,1
3890,Sericinus_montela_1678306,1
3891,Zerynthia_polyxena_330376,1
3892,Catopsilia_pomona_320267,1
3893,Colias_croceus_72248,1
3894,Colias_erate_72852,3
3895,Colias_fieldii_441321,1
3896,Eurema_blanda_323675,1
3897,Eurema_hecabe_76203,4
3898,Gonepteryx_mahaguru_882622,1
3899,Gonepteryx_rhamni_78609,2
3900,Leptidea_morsei_189911,1
3901,Hebomoia_glaucippe_152600,1
3902,Anthocharis_bambusarum_385382,1
3903,Anthocharis_scolymus_227537,2
3904,Aporia_bieti_441315,1
3905,Aporia_crataegi_129397,1
3906,Aporia_hastata_2992560,1
3907,Aporia_hippia_227538,1
3908,Aporia_intercostata_441316,1
3909,Aporia_largeteaui_1678298,1
3910,Aporia_martineti_1933878,1
3911,Appias_albina_378387,1
3912,Appias_lyncida_441318,1
3913,Appias_nero_129399,1
3914,Appias_remedios_2315757,1
3915,Baltia_butleri_320288,1
3916,Delias_hyparete_152621,1
3917,Delias_pasithoe_152616,2
3918,Mesapia_peloria_1173057,1
3919,Pieris_brassicae_7116,1
3920,Pieris_canidia_479977,2
3921,Pieris_extensa_441326,1
3922,Pieris_melete_270461,1
3923,Pieris_naganum_320302,2
3924,Pieris_napi_78633,2
3925,Pieris_rapae_64459,8
3926,Pontia_callidice_320238,1
3927,Pontia_daplidice_441325,1
3928,Pontia_edusa_345723,2
3929,Prioneris_clemanthe_1678305,1
3930,Abisara_fylloides_473868,1
3931,Dodona_eugenes_1715407,1
3932,Dodona_maculosa_1903315,1
3933,Zemeros_flegyas_378410,1
3934,Apodemia_mormo_42267,1
3935,Emmelina_monodactyla_467774,1
3936,Chilo_auricilius_236789,1
3937,Chilo_sacchariphagus_236793,1
3938,Chilo_suppressalis_168631,3
3939,Crambus_perlellus_687067,1
3940,Diatraea_saccharalis_40085,1
3941,Parapediasia_teterrellus_721902,1
3942,Pseudargyria_interruptella_1633014,1
3943,Evergestis_junctalis_1661354,1
3944,Hellula_undalis_753185,1
3945,Cataclysta_lemnata_1594245,1
3946,Elophila_interruptalis_1351926,1
3947,Elophila_turbata_1254967,1
3948,Paracymoriza_distinctalis_1453440,1
3949,Paracymoriza_prodigalis_1209665,1
3950,Parapoynx_crisonalis_1375902,1
3951,Heortia_vitessoides_1557813,1
3952,Dausara_latiterminalis_2844949,1
3953,Pseudonoorda_nigropunctalis_2844950,1
3954,Cnaphalocrocis_medinalis_437488,2
3955,Cnaphalocrocis_patnalis_1591229,1
3956,Loxostege_aeruginalis_1344714,1
3957,Loxostege_sticticalis_481309,1
3958,Loxostege_turbidalis_1344715,1
3959,Marasmia_exigua_1555629,1
3960,Ostrinia_furnacalis_93504,3
3961,Ostrinia_kasmirica_2820390,1
3962,Ostrinia_nubilalis_29057,3
3963,Ostrinia_palustralis_99579,1
3964,Ostrinia_penitalis_688598,1
3965,Ostrinia_scapulalis_99575,3
3966,Ostrinia_zealis_99577,1
3967,Pyrausta_despicata_1281420,1
3968,Sitochroa_verticalis_1344720,1
3969,Syllepte_taiwanalis_2918055,1
3970,Scirpophaga_incertulas_72366,1
3971,Eudonia_angustea_1498833,1
3972,Botyodes_principalis_1418655,1
3973,Conogethes_pinicolalis_1178461,1
3974,Conogethes_punctiferalis_1133088,3
3975,Cydalima_perspectalis_1309588,3
3976,Glyphodes_pyloalis_1242752,1
3977,Glyphodes_quadrimaculalis_1394546,1
3978,Haritalodes_derogata_517475,1
3979,Maruca_testulalis_311903,1
3980,Maruca_vitrata_497515,3
3981,Nagiella_inferior_2714746,1
3982,Nomophila_noctuella_1209556,1
3983,Omiodes_indicata_1140935,1
3984,Omphisa_fuscidentalis_386629,1
3985,Palpita_hypohomalia_1309592,1
3986,Palpita_nigropunctalis_393329,1
3987,Prophantis_adusta_1929376,1
3988,Pycnarmon_lactiferalis_1933172,1
3989,Pycnarmon_pantherata_1418739,1
3990,Pygospila_tyres_1209570,1
3991,Sinomphisa_plagialis_1310320,1
3992,Spoladea_recurvalis_1141038,1
3993,Tyspanodes_hypsalis_1562696,1
3994,Tyspanodes_striata_1661355,1
3995,Lista_haraldusalis_1429835,1
3996,Orthaga_euadrusalis_1418720,1
3997,Orthaga_olivacea_2699547,1
3998,Achroia_grisella_688607,1
3999,Cathayia_obliquella_2780072,1
4000,Corcyra_cephalonica_139036,1
4001,Galleria_mellonella_7137,1
4002,Lamoria_adaptella_1374563,1
4003,Paralipsa_gularis_1915117,2
4004,Acrobasis_inouei_2918056,1
4005,Amyelois_transitella_680683,1
4006,Dioryctria_rubella_357119,1
4007,Dioryctria_yiai_357116,1
4008,Dusungwua_basinigra_2916994,1
4009,Ephestia_elutella_1373157,1
4010,Ephestia_kuehniella_40079,2
4011,Euzophera_pyriella_1306844,1
4012,Meroptera_pravella_989870,1
4013,Oncocera_semirubella_1481754,1
4014,Plodia_interpunctella_58824,4
4015,Aglossa_dimidiata_2817234,1
4016,Endotricha_consocia_2153044,1
4017,Endotricha_kuznetzovi_2107612,1
4018,Endotricha_olivacealis_1973536,1
4019,Hypsopygia_regina_1653386,1
4020,Orthopygia_glaucinalis_1418817,2
4021,Orybina_plangonalis_2153045,1
4022,Orybina_regalis_1310357,1
4023,Pyralis_farinalis_687122,1
4024,Rhodoneura_mellea_1529670,1
4025,Pyrinioides_aurea_393455,1
4026,Glanycus_foochowensis_2893908,1
4027,Oegoconia_novimundi_454280,1
4028,Coleophora_therinella_513599,1
4029,Meleonoma_mirabilis_2817282,1
4030,Ethmia_eupostica_655039,1
4031,Mesophleps_albilinella_1813607,1
4032,Pectinophora_gossypiella_13191,1
4033,Sitotroga_cerealella_347735,1
4034,Dichomeris_ustalella_1280432,1
4035,Helcystogramma_macroscopa_1604231,1
4036,Phthorimaea_operculella_192464,1
4037,Tecia_solanivora_396680,1
4038,Tuta_absoluta_702717,5
4039,Issikiopteryx_taipingensis_2939475,1
4040,Opisina_arenosella_1133970,1
4041,Casmara_patrona_2695170,1
4042,Endrosis_sarcitrella_1073585,1
4043,Promalactis_suzukiella_1511820,1
4044,Ripeacma_umbellata_2695194,1
4045,Stathmopoda_auriferella_1421331,1
4046,Scythris_sinensis_1448917,1
4047,Atrijuglans_hetaohei_1511833,1
4048,Hieromantis_kurokoi_1178289,1
4049,Linoclostis_gonatias_2746747,1
4050,Stomphastis_thraustica_1913586,1
4051,Gibbovalva_kobusi_1913583,1
4052,Caloptilia_theivora_914280,1
4053,Conopomorpha_sinensis_940481,1
4054,Cameraria_ohridella_199129,1
4055,Phyllonorycter_froelichiella_199036,1
4056,Phyllonorycter_platani_199060,1
4057,Phyllonorycter_ringoniella_571297,1
4058,Corythoxestis_sunosei_2816377,1
4059,Phyllocnistis_citrella_199020,1
4060,Eudarcia_gwangneungensis_2716286,1
4061,Dahlica_ochrostigma_2093356,1
4062,Acanthopsyche_nigraplaga_1765094,1
4063,Eumeta_variegata_1368026,3
4064,Mahasena_oolona_2024751,1
4065,Kozhantshikovia_vernalis_1765126,1
4066,Amorophaga_japonica_1454529,1
4067,Monopis_longella_758491,1
4068,Tineola_bisselliella_93883,1
4069,Atteva_aurea_721898,1
4070,Leucoptera_malifoliella_753488,1
4071,Lyonetia_clerkella_753195,1
4072,Acrolepiopsis_assectella_57686,1
4073,Plutella_armoraciae_1888642,1
4074,Plutella_australiana_1405358,1
4075,Plutella_porrectella_421442,1
4076,Plutella_xylostella_51655,62
4077,Prays_oleae_627135,1
4078,Scythropia_crataegella_753227,1
4079,Stigmella_roborella_1498834,1
4080,Coptotriche_turpinia_2984363,1
4081,Micropterix_calthella_41027,1
4082,Arctopsyche_spinescens_2973067,1
4083,Maesaipsyche_stengeli_2904894,1
4084,Parapsyche_difformis_2904886,1
4085,Parapsyche_elsis_177890,1
4086,Diplectrona_albofasciata_2566535,1
4087,Ceratopsyche_cerva_763794,1
4088,Ceratopsyche_columnata_437065,1
4089,Ceratopsyche_fukienensis_763795,1
4090,Ceratopsyche_gautamittra_437069,1
4091,Ceratopsyche_trifora_1095319,1
4092,Cheumatopsyche_analis_763291,1
4093,Cheumatopsyche_brevilineata_1437087,2
4094,Cheumatopsyche_campyla_692082,1
4095,Cheumatopsyche_charites_1875285,1
4096,Cheumatopsyche_infascia_1875300,1
4097,Cheumatopsyche_lepida_446428,1
4098,Cheumatopsyche_speciosa_763295,1
4099,Hydromanicus_huapingensis_1875469,1
4100,Hydromanicus_melli_437145,1
4101,Hydromanicus_wulaianus_1435189,1
4102,Hydropsyche_angustipennis_329908,1
4103,Hydropsyche_formosana_487007,1
4104,Hydropsyche_fryeri_1875497,1
4105,Hydropsyche_fulvipes_1271724,1
4106,Hydropsyche_orris_1188126,1
4107,Hydropsyche_pellucidula_869943,2
4108,Hydropsyche_rhomboana_761877,1
4109,Hydropsyche_saxonica_761878,1
4110,Hydropsyche_simulans_763302,1
4111,Hydropsyche_simulata_761879,1
4112,Potamyia_chinensis_1875907,1
4113,Potamyia_flava_761880,1
4114,Potamyia_horvati_1875909,1
4115,Macrostemum_floridum_486976,1
4116,Macrostemum_radiatum_1875683,1
4117,Chimarra_paramonorum_2484723,1
4118,Dolophilodes_bellatulus_2682779,1
4119,Wormaldia_unispina_2683984,1
4120,Stenopsyche_angustata_1560148,1
4121,Stenopsyche_navasi_1560150,1
4122,Stenopsyche_tienmushanensis_1560151,2
4123,Ecnomus_latus_623472,1
4124,Neucentropus_mandjuricus_1223783,1
4125,Nyctiophylax_orbicularis_2904907,1
4126,Plectrocnemia_tortosa_623669,1
4127,Plectrocnemia_tsukuiensis_623670,1
4128,Polycentropus_flavomaculatus_185640,1
4129,Pseudoneureclipsis_achim_623285,1
4130,Pseudoneureclipsis_sibuyana_2904893,1
4131,Paduniella_communis_2904892,1
4132,Lype_phaeopa_623209,1
4133,Lype_reducta_1271732,1
4134,Psychomyia_kalais_2904897,1
4135,Psychomyia_pusilla_177921,1
4136,Tinodes_chinchinus_2904900,1
4137,Abaria_herringbona_2996732,1
4138,Melanotrichia_acclivopennis_2904888,1
4139,Anisocentropus_kawamurai_2481046,1
4140,Anisocentropus_maculatus_2904904,1
4141,Athripsodes_aterrimus_699862,1
4142,Athripsodes_cinereus_446526,1
4143,Ceraclea_annulicornis_692077,1
4144,Ceraclea_indistincta_2904887,1
4145,Oecetis_caucula_2904905,1
4146,Setodes_brevicaudatus_1876047,1
4147,Setodes_iuppiter_1876052,1
4148,Adicella_ragma_2904898,1
4149,Triaenodes_qinglingensis_2904906,1
4150,Triaenodes_tardus_763371,1
4151,Ylodes_simulans_2719101,1
4152,Limnocentropus_hysbald_1875661,1
4153,Molanna_angustata_446450,1
4154,Molanna_truncata_2942250,1
4155,Molannodes_epaphos_2904896,1
4156,Odontocerum_albicorne_446452,1
4157,Beraea_pullata_177796,1
4158,Beraeodes_minutus_425955,1
4159,Ernodes_articularis_177798,1
4160,Gumaga_orientalis_2566641,1
4161,Notidobia_ciliaris_446507,1
4162,Sericostoma_personatum_1271737,2
4163,Apatidelia_acuminata_1842858,1
4164,Goera_fissa_1875398,1
4165,Goera_horni_1661830,1
4166,Lithax_obscurus_1876290,1
4167,Silo_nigricornis_1876062,1
4168,Silo_pallipes_1523455,1
4169,Ironoquia_dubia_1875543,1
4170,Nothopsyche_ruficollis_115141,1
4171,Anabolia_bimaculata_691719,1
4172,Anabolia_furcata_1875130,1
4173,Anabolia_nervosa_446528,1
4174,Glyphotaelius_pellucidus_1271742,1
4175,Limnephilus_abstrusus_1875621,1
4176,Limnephilus_decipiens_329909,2
4177,Limnephilus_germanus_1875638,1
4178,Limnephilus_hyalinus_1188153,1
4179,Limnephilus_rhombicus_692089,1
4180,Nemotaulius_punctatolineatus_1875755,1
4181,Halesus_radiatus_1271722,1
4182,Hydatophylax_nigrovittatus_1310303,1
4183,Micropterna_lateralis_1826297,1
4184,Micropterna_sequax_465434,1
4185,Potamophylax_cingulatus_1271735,1
4186,Potamophylax_latipennis_1432109,1
4187,Potamophylax_nigricornis_1271736,1
4188,Potamophylax_rotundipennis_446498,1
4189,Pseudopotamorites_peniculus_2904919,1
4190,Pseudostenophylax_fumosus_1875925,1
4191,Thremma_gallicum_1586284,1
4192,Uenoa_lobata_1958741,1
4193,Brachycentrus_kozlovi_2566358,1
4194,Brachycentrus_maculatus_1875239,1
4195,Brachycentrus_subnubilus_446424,1
4196,Lepidostoma_basale_1875550,1
4197,Lepidostoma_fui_249180,1
4198,Lepidostoma_hirtum_446447,1
4199,Lepidostoma_inops_2904890,1
4200,Lepidostoma_longipilosum_2904889,1
4201,Agrypnia_pagetana_1242023,1
4202,Eubasilissa_regina_1435191,2
4203,Eubasilissa_sinensis_2904901,1
4204,Eubasilissa_splendida_1875367,1
4205,Phryganea_bipunctata_1875852,1
4206,Phryganea_cinerea_177690,1
4207,Semblis_atrata_1876389,1
4208,Trichostegia_minor_1271749,1
4209,Phryganopsyche_latipennis_177652,1
4210,Agapetus_fuscipes_1271715,1
4211,Agapetus_zniachtl_1875106,1
4212,Glossosoma_caudatum_2904899,1
4213,Hydroptila_angulata_1875522,1
4214,Oxyethira_ecornuta_1401674,1
4215,Apsilochorema_hwangi_259356,1
4216,Apsilochorema_nigrum_1875165,1
4217,Himalopsyche_eos_2904895,1
4218,Himalopsyche_malenanda_2598966,1
4219,Rhyacophila_kando_2904902,1
4220,Rhyacophila_nubila_1876001,1
4221,Rhyacophila_quadrifida_2904903,1
4222,Anachauliodes_laboissierei_1641410,1
4223,Archichauliodes_deceptor_1909206,1
4224,Archichauliodes_diversus_1763602,1
4225,Archichauliodes_neoguttiferus_2900179,1
4226,Chauliodes_pectinicornis_336004,1
4227,Ctenochauliodes_griseus_2900180,1
4228,Ctenochauliodes_nigrovenosus_1641417,1
4229,Ctenochauliodes_punctulatus_1641418,1
4230,Ctenochauliodes_sagittiformis_2900181,1
4231,Ctenochauliodes_yangi_1641419,2
4232,Dysmicohermes_ingens_1518963,1
4233,Neochauliodes_bachmanus_2900182,1
4234,Neochauliodes_bowringi_1148301,1
4235,Neochauliodes_digitiformis_2900183,1
4236,Neochauliodes_fraternus_1447909,2
4237,Neochauliodes_koreanus_2028655,1
4238,Neochauliodes_latus_2900184,1
4239,Neochauliodes_meridionalis_1498887,2
4240,Neochauliodes_parasparsus_1962945,1
4241,Neochauliodes_punctatolosus_1204440,2
4242,Neochauliodes_rotundatus_1447908,2
4243,Neochauliodes_sinensis_560914,1
4244,Neochauliodes_sparsus_2900185,1
4245,Neochauliodes_tamdaoensis_2900186,1
4246,Neochauliodes_tonkinensis_2808976,1
4247,Neochauliodes_umbratus_2900187,1
4248,Neohermes_californicus_560916,1
4249,Neohermes_filicornis_2610073,1
4250,Neohermes_inexpectatus_2028656,1
4251,Nigronia_serricornis_307478,1
4252,Orohermes_crepusculus_1646121,1
4253,Parachauliodes_asahinai_1498888,1
4254,Parachauliodes_buchi_2718483,1
4255,Parachauliodes_continentalis_1310359,1
4256,Parachauliodes_japonicus_2718484,2
4257,Parachauliodes_rastellus_2718487,1
4258,Parachauliodes_yanbaru_2718488,1
4259,Protochauliodes_biconicus_1452981,1
4260,Protochauliodes_humeralis_2900188,1
4261,Puri_aleca_2900204,1
4262,Sinochauliodes_squalidus_2718710,1
4263,Taeniochauliodes_attenuatus_2900206,1
4264,Taeniochauliodes_natalensis_2900207,1
4265,Acanthacorydalis_asiatica_1569734,1
4266,Acanthacorydalis_fruhstorferi_1569735,1
4267,Acanthacorydalis_orientalis_1449960,1
4268,Acanthacorydalis_sinensis_2028584,1
4269,Acanthacorydalis_unimaculata_1569732,1
4270,Chloronia_mexicana_1569769,1
4271,Chloronia_mirifica_1569770,1
4272,Chloroniella_peringueyi_1569772,1
4273,Corydalus_cornutus_559164,1
4274,Neoneuromus_coomani_2856746,1
4275,Neoneuromus_fenestralis_2021448,1
4276,Neoneuromus_ignobilis_1569773,1
4277,Neoneuromus_indistinctus_2856747,1
4278,Neoneuromus_latratus_2021449,1
4279,Neoneuromus_maclachlani_2021450,2
4280,Neoneuromus_maculatus_2027374,1
4281,Neoneuromus_niger_2027375,1
4282,Neoneuromus_orientalis_1569774,1
4283,Neoneuromus_sikkimmensis_1569767,1
4284,Neoneuromus_similis_2856748,1
4285,Neoneuromus_tonkinensis_1569775,1
4286,Neoneuromus_vanderweelei_2856749,1
4287,Neurhermes_tonkinensis_1569778,1
4288,Nevromus_exterior_1569780,1
4289,Platyneuromus_soror_2835609,1
4290,Protohermes_basimaculatus_1569743,1
4291,Protohermes_cangyuanensis_2900189,1
4292,Protohermes_concolorus_508445,2
4293,Protohermes_davidi_2900190,1
4294,Protohermes_dichrous_2900191,1
4295,Protohermes_differentialis_1569744,1
4296,Protohermes_flavinervus_2900192,1
4297,Protohermes_grandis_621229,1
4298,Protohermes_gutianensis_1452975,1
4299,Protohermes_hainanensis_1569749,1
4300,Protohermes_infectus_2900193,1
4301,Protohermes_latus_2900194,1
4302,Protohermes_motuoensis_2900195,1
4303,Protohermes_niger_1452976,1
4304,Protohermes_similis_2900196,1
4305,Protohermes_sinensis_2900197,1
4306,Protohermes_sinuolatus_1569757,1
4307,Protohermes_spectabilis_2900198,1
4308,Protohermes_subnubilus_1569758,1
4309,Protohermes_xanthodes_1452977,1
4310,Indosialis_bannaensis_2597563,1
4311,Protosialis_americana_2900202,1
4312,Sialis_fuliginosa_1230162,1
4313,Sialis_hamata_173823,1
4314,Sialis_jiyuni_2900199,1
4315,Sialis_koreana_1498890,1
4316,Sialis_kuwayamai_2900200,1
4317,Sialis_longidens_1498891,1
4318,Sialis_melania_2028691,1
4319,Sialis_sibirica_1230164,1
4320,Stenosialis_australiensis_1821769,1
4321,Myiodactylus_osmyloides_560910,1
4322,Nymphes_myrmeleonoides_560922,1
4323,Balmes_birmanus_1708084,1
4324,Psychopsis_coelivaga_1821760,1
4325,Rapisma_xizangense_1419479,1
4326,Rapisma_zayuanum_1419480,1
4327,Isoscelipteron_pectinatum_2856572,1
4328,Mucroberotha_vesicaria_279473,1
4329,Apochrysa_matsumurae_417555,1
4330,Abachrysa_eureka_373809,1
4331,Chrysopa_pallens_417485,1
4332,Chrysoperla_externa_310653,1
4333,Chrysoperla_nipponensis_413239,3
4334,Italochrysa_insignis_373786,1
4335,Leucochrysa_pretiosa_2025297,1
4336,Nothancyla_verreauxi_373837,1
4337,Nothochrysa_sinica_2028661,1
4338,Conwentzia_sinica_450904,1
4339,Semidalis_aleyrodiformis_450889,1
4340,Semidalis_macleodi_2919411,1
4341,Nallachius_americanus_560880,1
4342,Drepanepteryx_phalaenoides_560898,1
4343,Hemerobius_japonicus_2502920,1
4344,Hemerobius_simulans_1230161,1
4345,Hemerobius_spodipennis_2775101,1
4346,Micromus_angulatus_1230847,1
4347,Micromus_paganus_1504851,1
4348,Neuronema_laminatum_1701416,1
4349,Fontecilla_graphicus_375849,1
4350,Oliarces_clara_63945,1
4351,Polystoechotes_punctata_2028677,1
4352,Ditaxis_biseriata_560959,1
4353,Euclimacia_badia_2448034,1
4354,Eumantispa_harmandi_1593348,2
4355,Mantispa_japonica_2448033,1
4356,Climacia_areolaris_560896,1
4357,Sisyra_aurorae_2835442,1
4358,Sisyra_nigra_279440,1
4359,Ascaloptynx_appendiculata_2028591,1
4360,Libelloides_macaronius_146496,1
4361,Ogcogaster_segmentator_2991725,1
4362,Suhpalacsa_longialata_2485742,1
4363,Austrogymnocnemia_maculata_2929828,1
4364,Bullanga_florida_1921091,2
4365,Dendroleon_pantherinus_1593346,2
4366,Dendroleon_similis_2929830,1
4367,Distoleon_nigricans_1648415,1
4368,Epacanthaclisis_banksi_1429325,1
4369,Euroleon_coreanus_1590999,1
4370,Euroleon_nostras_516507,1
4371,Gatzara_nigrivena_2929832,1
4372,Glenoleon_pulchellus_2028835,1
4373,Layahima_valida_2904486,1
4374,Layahima_weiweii_2905904,1
4375,Layahima_wuzhishana_2905905,2
4376,Myrmeleon_formicarius_279485,1
4377,Myrmeleon_immaculatus_50438,1
4378,Myrmeleon_immanis_1495081,2
4379,Nepsalus_caelestis_2950591,3
4380,Nepsalus_chikuni_2950593,1
4381,Nepsalus_decorillus_2950594,6
4382,Nepsalus_decorosus_2950595,1
4383,Nepsalus_jezoensis_2957737,1
4384,Nepsalus_petrophilus_2929837,1
4385,Chasmoptera_huttii_1265314,1
4386,Nemoptera_coa_560912,1
4387,Gryposmylus_pennyi_1935900,1
4388,Osmylus_atomatus_1935883,1
4389,Osmylus_fulvicephalus_446453,1
4390,Osmylus_lucalatus_1935879,1
4391,Osmylus_zheanus_1935884,1
4392,Thaumatosmylus_hainanus_2713041,1
4393,Thyridosmylus_langii_1305651,1
4394,Nevrorthus_apatelios_1247482,1
4395,Nipponeurorthus_fuscinervis_1821767,1
4396,Inocellia_fujiana_1821759,1
4397,Negha_inflata_140690,1
4398,Mongoloraphidia_harmandi_633873,1
4399,Xanthostigma_gobicola_1593331,1
4400,Hackeriella_veitchi_60873,1
4401,Hemiodoecus_leai_1254501,1
4402,Peloridium_hammoniorum_1172124,1
4403,Peloridora_minuta_984438,1
4404,Xenophyes_cascus_984453,2
4405,Ceratocombus_japonicus_1172116,1
4406,Hypselosoma_matsumurae_1172117,1
4407,Anthocoris_kerzhneri_642067,1
4408,Orius_niger_82746,1
4409,Orius_sauteri_82747,1
4410,Orius_strigicollis_82748,1
4411,Tetraphleps_aterrimus_452413,1
4412,Cimex_lectularius_79782,2
4413,Myrmedobia_distinguenda_2715458,1
4414,Nesidiocoris_tenuis_355587,1
4415,Onomaus_tenuis_2813422,1
4416,Mystilus_priamus_2813419,1
4417,Adelphocoris_fasciaticollis_323752,2
4418,Adelphocoris_lineolatus_236346,2
4419,Adelphocoris_nigritylus_1471634,1
4420,Adelphocoris_suturalis_323751,2
4421,Apolygus_lucorum_248454,2
4422,Creontiades_dilutus_173679,1
4423,Lygus_hesperus_30085,1
4424,Lygus_lineolaris_50650,1
4425,Lygus_pratensis_1436830,2
4426,Lygus_rugulipennis_248460,1
4427,Trigonotylus_caelestialium_881767,1
4428,Halticus_minutus_2917254,1
4429,Cyrtorhinus_lividipennis_1032904,1
4430,Mecomma_ambulans_1511233,1
4431,Ausejanus_albisignatus_1001251,1
4432,Lasiolabops_cosmopolites_2813038,1
4433,Leucophoroptera_quadrimaculata_981277,1
4434,Phallospinophylus_setosus_633604,5
4435,Pseudophylus_stundjuki_863833,2
4436,Pygovepres_vaccinicola_981301,6
4437,Quercophylus_gonoporospinus_2127011,1
4438,Quernocoris_caliginosus_2127013,1
4439,Roburocoris_exiguus_2127001,1
4440,Rubellomiris_bispinosus_2127015,1
4441,Rubeospineus_bicorniger_2127017,2
4442,Tuxedo_bicinctus_2127002,4
4443,Tuxedo_cruralis_1336461,5
4444,Tuxedo_drakei_981287,2
4445,Tuxedo_elongatus_2127003,1
4446,Tuxedo_flavicollis_2127004,6
4447,Tuxedo_nicholi_2127005,1
4448,Tuxedo_susansolomonae_881772,2
4449,Vesperocoris_paddocki_2127019,1
4450,Pilophorus_typicus_536261,1
4451,Gorpis_annulatus_696245,1
4452,Gorpis_humeralis_1041165,1
4453,Himacerus_nodipes_1041166,1
4454,Himacerus_apterus_347976,1
4455,Nabicula_flavomarginata_1656685,1
4456,Nabis_apicalis_452402,1
4457,Nabis_ferus_347965,1
4458,Alloeorhynchus_bakeri_796621,1
4459,Onymocoris_hackeri_2813039,1
4460,Thaumastocoris_safordi_1589682,1
4461,Camarochiloides_weiweii_2785926,1
4462,Amblythyreus_gestroi_2126070,1
4463,Carcinochelis_bannaensis_2126074,1
4464,Carcinocoris_binghami_1347739,1
4465,Cnizocoris_sinensis_1347741,1
4466,Phymata_americana_1347736,1
4467,Neocentrocnemis_stali_888042,1
4468,Brontostoma_colossus_1532881,1
4469,Ectrychotes_andreae_204515,1
4470,Ischnobaenella_hainana_1347743,2
4471,Agriosphodrus_dohrni_184613,1
4472,Polididus_armatissimus_1524522,1
4473,Rhynocoris_fuscipes_488301,1
4474,Rhynocoris_incertis_488303,1
4475,Rhynocoris_marginatus_656738,1
4476,Scipinia_horrida_1524604,1
4477,Sclomina_erinacea_1524606,1
4478,Sphedanolestes_impressicollis_488298,1
4479,Sycanus_croceovittatus_452395,1
4480,Sycanus_falleni_1524538,1
4481,Velinus_nodipes_1524544,1
4482,Ptilocnemus_lemur_2850413,1
4483,Catamiarus_brevipennis_1348906,1
4484,Ectomocoris_horridus_3002513,1
4485,Peirates_arcuatus_1442416,1
4486,Peirates_atromaculatus_1457303,2
4487,Peirates_fulvescens_1457304,1
4488,Peirates_lepturoides_1457305,1
4489,Peirates_turpis_181095,1
4490,Phalantus_geniculatus_1524594,1
4491,Sirthenea_flavipes_941641,1
4492,Physoderes_impexa_1239050,1
4493,Acanthaspis_cincticrus_1911546,1
4494,Acanthaspis_pedestris_1387356,1
4495,Acanthaspis_ruficeps_1524498,1
4496,Inara_alboguttata_1239030,1
4497,Reduvius_gregoryi_1524525,1
4498,Reduvius_tenebrosus_1347737,1
4499,Tapeinus_singularis_1524541,1
4500,Polytoxus_fuscovittatus_1347745,1
4501,Valentia_hoffmanni_575843,1
4502,Canthesancus_helluo_2126071,1
4503,Oncocephalus_breviscutum_1347735,1
4504,Dipetalogaster_maximus_72496,1
4505,Meccus_pallidipennis_30077,1
4506,Panstrongylus_rufotuberculatus_156443,1
4507,Paratriatoma_lecticularia_2994058,1
4508,Rhodnius_pictipes_69253,1
4509,Rhodnius_prolixus_13249,1
4510,Triatoma_barberi_133191,1
4511,Triatoma_dimidiata_72491,10
